,Surface m²,Price €,Luxury_location,Date Post,Description,Meublee,Type_appart_chambre,Type_appart_studio,Code_postal_75001,Code_postal_75002,Code_postal_75003,Code_postal_75004,Code_postal_75005,Code_postal_75006,Code_postal_75007,Code_postal_75008,Code_postal_75009,Code_postal_75010,Code_postal_75011,Code_postal_75012,Code_postal_75013,Code_postal_75014,Code_postal_75015,Code_postal_75016,Code_postal_75017,Code_postal_75018,Code_postal_75019,Code_postal_75020
40,33,1275,1,30 août 2019,"Studio meublé 33 m², proche Panthéon et  Mouffetard, belle vue sur Panthéon, lumineux, TV, tel/internet, entrée, salle de bains, cuisine, chambre 6ème ascenseur, concierge.

1.275€/mois toutes charges comprises,

5th, furnished studio 33m², Panthéon près Mouffetard, view 180°, very bright, tel/net, tv, baths, kitchen, 6th floor, lift, concierge. 1275 €/m all included. location long terme
Loyer : 1275 € charges comprises.",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,45,1200,0,30 août 2019,"18 rue Bichat. Près Canal Saint Martin. Hopital St Louis, bel immeuble, ascenseur, digicode, gardienne.

Beau 2 pièces, 45 m² refait à neuf, entrée, salle de bains, cuisine, parquet. Balcon vue sur beau jardin. Possibilité parking privé.
Possibilité meublé et colocation.

Loyer : 1200 €/mois + charges 200 €",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,46,1900,0,30 août 2019,"Bastille, près Place, Opéra.
Dans rue calme, 2 pièces, de 46 m² (dont double-séjour 34 m²), meublé, très équipé (linge complet de lit, de toilette et de table, avec rechanges prévus, vaisselle, électroménager récent complet (lave-linge séchant, lave-vaisselle, congélateur, TV LED 108 cm 4KUHD, lecteur DVD, chaîne hi-fi, aspirateur, fer et table à repasser, sèche-cheveux, 2 cafetières dont une à capsules, toaster, bouilloire, four mobile halogène, four combiné micro-ondes...).

Une seule chambre équipée grand dressing et  couchage 2 personnes, literie haut de gamme. Double-séjour 34 m²  avec 2 canapés dont 1 convertible 160 x 200, mobilier complet design et industriel, espace repas, cuisine américaine entièrement équipée. salle de bains avec w-c. Poutres, soleil. Idéal stage, mutation, personnel société.

Uniquement bail soumis à droit civil (résidence non principale) ou bail mobilité (de 1 à 10 mois), ou bail étudiant 9 mois.
Colocation possible.  Au 3e étage sans ascenseur. Double digicode, cour arborée, gardien. 1.900 €/mois toutes charges comprises,  wifi inclus (hors EDF et Tél).
Sérieuses garanties demandées.
Contact par e-mail privilégié (en indiquant également un numéro de tel)..

Loyer : 1900 € /mois charges comprises.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,18,807,0,30 août 2019,"Studio meublé et équipé au 6e et dernier étage sans ascenseur.

Lumineux (exposé plein sud), très calme, sur cour, bien aménagé sans perte de place, nombreux rangements :
- petite entrée (placard intégré),
- salle principale avec un canapé lit, coin bureau (fauteuil de bureau, bureau, étagères, bibliothèque), coin cuisine équipée (plaque à induction, four micro-ondes / grill, ustensiles, assiettes, etc), petite table, chaises...
- salle de douche avec lave-linge séchant, lavabo, wc et placards.

Immeuble de bon standing, digicode.

Proches petits commerces de proximité (boulangerie, boucherie, etc.), supermarchés bio ou non, restaurants, cafés... Métros Glacière (ligne 6) et Gobelins (ligne 7), bus 21 et 83.

Caution solidaire demandée.
Loyer : 772 €/mois + 35 € charges (incluant l'eau, pas l'électricité).",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44,22,997,0,30 août 2019,"Rue Brancion. Studio meublé 22 m², récemment rénové, équipé et décoré, parfait état au 3ème étage, vue ouest sur parc arboré. Clair. Toutes fenêtres double vitrage.
Les visites auront lieu le  samedi 31 août.

Dans pièce principale : clic-clac 140 x 200 (avec alèse, couette, oreiller), télévision écran plat et lecteur DVD, plan-bureau amovible 140 x 50 cm, 2 tabourets hauts et plan repas, sol en parquet.
Cuisine américaine : réfrigérateur, micro-ondes, plaque de cuisson vitrocéramique 2 feux, four électrique, lave-linge séchant, matériel de cuisine et service de table.  Fenêtre oscillo-battante.
Salle d'eau : lavabo, douche, wc, avec fenêtre et ballon électrique.
Entrée : Porte blindée, grande armoire à glaces et 2 placards 2.60 m de haut (contenant notamment aspirateur, bouilloire, cafetière électrique, fer et table à repasser, étendoir à linge, escabeau... ).
Divers : Chauffage et eau-chaude électriques. Fibre installée dans l'appartement (reste au locataire à prendre abonnement s'il le souhaite). Digicodes. Parties communes refaites en 2014. L'immeuble, situé en 2ème cour ne donne pas sur la rue mais sur le parc.
A côté de l'immeuble : Tramway station Brancion, métro Porte de Vanves, bus et commerces.
Loisirs très proches : Stade Ch. Rigoulot, Parc Georges Brassens, Theatre Le Monfort ...

Loyer : 1097 €/mois charges forfaitaires 100 euros incluses (hors électricité et eau privatives).
Dépôt de garantie : 1990 euros. Studio particulièrement adapté pour expatriés ou étudiants.
NB : possibilité d'assistance ponctuelle pour démarches administratives.

Sérieuses garanties demandées.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,34,1150,0,30 août 2019,"Charmant 3 pièces de 34,44 m² situé au coeur du 18ème arrondissement à 150m du métro Château Rouge.
Cet appartement très calme se trouve en rez-de-chaussée surélevé sur cour.
Il est composé de 2 chambres; 1 salon avec cuisine ouverte (plaque de cuisson, lave-linge et frigidaire); 1 salle de bain avec douche, 1 wc séparés et 2 placards.
Parquet au sol. Chauffage électrique.
Parking vélo sécurisé. Vigik et code à l'entrée de l'immeuble.
Cave.
Ce bien loué avec une assurance ""loyer impayé"" exige un dossier qui devra être impérativement constitué de : 1 pièce d'identité, 3 derniers bulletins de salaire, 3 dernières quittances de loyer, dernier avis d'imposition et attestation de l'employeur.
Tout dossier incomplet ne pourra être examiné et retenu à l'exception d'éventuels garants remplissant les mêmes conditions.
Les visites auront lieu mercredi 28 août 2019 de 17h00 à 19h30 et samedi 31 août 2019 de11h00 à 14h00.
Confirmation de votre présence uniquement par sms.

Loyer : 1150 €/mois charges comprises.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,29,900,0,30 août 2019,"Proche du métro Marcadet, rue de Clignancourt.

2 pièce de 29 m², refait à neuf, au 4e étage sans ascenseur.
Lumineux, parquet, double vitrage avec chauffage électrique. Coin cuisine avec plaques vitrocéramique.

Sérieuses références + caution solidaire.

Loyer charges comprises",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,18,730,0,30 août 2019,"Gobelins.  Studio 18 m², 1er étage ouvrant sur une cour pavée et fleurie.
Entrée, séjour, cuisine séparée, salle d'eau avec douche et w.c. Calme et clair.
Digicode, interphone.

Métro Gobelins, Place d'Italie, Campo- Formio - Bus 27, 47, 83.  730 euros P.C.C.
Laisser message et coordonnées sur boîte mail.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,33,1260,0,30 août 2019,"Étoile, Argentine. Studio meublé 33,15 m², bon standing, refait à neuf 2014.
Au 1er sur jardinet avec ascenseur, dans immeuble récent avec gardien, calme, ensoleillé.
Cuisine séparée et équipée, salle de douche/wc avec lave linge. Cave.

Loyer : 1260E charges comprises dont 110 € (chauffage et eau chaude inclus).

Libre 15 aout 2019.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,20,850,0,30 août 2019,"PARIS 17è Métro Brochant. Rue Gauthey.

Beau studio 20 m² , très lumineux et calme dans immeuble entièrement rénové.
Rez de chaussée .

Grand séjour 17,50 m² avec 3  fenêtres double vitrages,
1 canapé lit 2 places  clic clac ,  matelas qualité couchage journalier,
1 table + 2 chaises,
1 table rabattable,
1 armoire dressing lingère,
Casiers de rangements,
Placard à chaussures.

Cuisine américaine:
1 plan bar avec  siège bar,
1 plan de travail,
1 plaque de cuisson 2 feux vitrocéramique,
1 évier inox,
1 four micro ondes,
1 réfrigérateur,
1 lave linge,
rangements + vaisselles.

Salle de bain:
1 baignoire/douche,
1 meuble lavabo,
1 sèche serviettes électrique,
1 w.c.

Chauffage électrique.
Digicode.

Loyer mensuel 850 Euros charges comprises.

Étudiant ou salarié + caution parentale.
Dossier de candidature à envoyer par mail.

Dépôt de garantie 1 mois de loyer.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,18,750,1,30 août 2019,"Studio meublé 18 m², mansardé, refait neuf, 3 fenêtres avec vue. Immeuble de standing, pierre de taille, 7e sans ascenseur, digicode, gardienne. Calme et ensoleillé.

Salle d'eau, wc, rangements, cuisinette, chauffage individuel.
Proche tous transports et commerces.

Loyer : 730 €/mois + charges 20 €.",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,43,1650,1,30 août 2019,"Superbe appartement proche gare de Lyon 2 pièces.
Appartement Refait à neuf! Au coeur de la Gare de Lyon.

Beaux volumes, c'est un très bel appartement meublé (43m2) et lumineux de 2 pièces avec 1 chambre au 1er étage avec ascenseur. La salon est équipé d'un canapé lit.

L'appartement est composé d'une entrée,  d'un séjour avec cuisine équipée, d'une chambre à coucher meublée et d'une salle de bains avec toilettes.
Belles prestations: double vitrage, télévision, lave-linge, Etc.
Eau chaude et chauffage individuels.

Loyer : 1.600 €/mois + 50 € charges.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,28,1140,1,30 août 2019,"Quartier Montorgueil-Etienne Marcel. Charmant deux-pièces meublé en dernier étage  (avec vue sur les toits) dans un immeuble haussmannien. Ascenseur.  Salon, chambre, cuisine équipée, salle de bain avec baignoire. Wc séparés. Parquet.
Plein centre de Paris, à côté de la rue Montorgueil, du forum des Halles. Proche Louvre Marais, Seine, Opéra. Métro et RER.

Loyer : 1100€/mois + 40€ charge",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,42,1300,0,30 août 2019,"Métro Crimée. 2 pièces 42 m² au 15ème étage, au bord du canal de l'ourcq, entièrement refait à neuf, très belle vue sur Paris : séjour, chambre, cuisine, 2 placards, salle de bains, wc séparés.
Cave, parking.
Possibilité colocation.

Garant exigé.

Loyer :1.300 €/mois provision charges comprise.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54,18,1149,1,30 août 2019,"Montorgueil. Quartier Piétonnier.
Métro: Sentier, Châtelet, Les Halles.

Studio meublé avec coin cuisine équipée, et salle de bains complète, au 4eme étage sans ascenseur, lit mezzanine 2 places, électroménagers (lave-vaisselle, machine à laver, séchoir, plaque chauffantes, frigidaire, aspirateur), canapé lit, bureau, armoire, petite table déjeuner, placards. Immeuble ancien, digicode, calme et clair donnant sur cour avec jardin. Libre le 11 septembre.


Loyer : 999 € + charges 150 €",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,37,1300,0,30 août 2019,"Appartement de 2011 composé de 2 pièces à proximité du centre Beaugrenelle et des transports (ligne 10 ou lignes de bus 42 70 88). Proximité des commerces. Calme donnant sur une impasse, balcon agréable et lumineux.
Ce logement comprend une salle de douche  avec wc, une cuisine équipée.
Chauffage individuel électrique, double vitrage, volets électriques, porte blindée, digicode et interphone, 3ème étage avec ascenseur.

Possibilité de parking en supplément.

Libre à partir du 1er octobre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56,100,2990,0,30 août 2019,"Appartement de 2011 composé de 4 pièces à proximité du centre Beaugrenelle et des transports (ligne 10 ou lignes de bus 42 70 88). Proximité des commerces. Calme donnant sur une impasse, terrasse et balcon agréable et lumineux.
Ce logement comprend une salle de douche et une salle de bain avec wc,  wc  indépendant, une cuisine ouverte équipée.
Chauffage individuel électrique, double vitrage, volets électriques, porte blindée, digicode et interphone, 3ème étage avec ascenseur.
Un parking et une cave complètent cette offre.
Libre à partir du 7 octobre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57,50,1590,0,30 août 2019,"Appartement à louer, à partir du 1er octobre.
T2 de 50m2 situé au 3ème et dernier étage avec ascenseur.

Entrée avec placard, Cuisine ouverte sur séjour 33m2, chambre 12m2 avec grand dressing, wc indépendant, Salle de douche 5m2, fenêtres double vitrage.

Location meublée : lave-linge, plaques induction, four/micro-ondes, réfrigérateur-congélateur, canapé, lit 160cm, dressing,…

Local à vélo, parking , grande cave. Gardien, eau chaude comprise dans les charges.
Appartement calme, donne sur un jardin.

Métro Marx Dormoy (L12) ou La Chapelle (L2)

Vidéo surveillance, digicode.
Garanties demandées : assurance loyers impayés.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,15,540,1,30 août 2019,"Studio 200m Nation, 3ème Etage sur cour  sans ascenseur.

Pièce principale, coin cuisine avec réfrigérateur et plaque, salle d'eau avec wc.
 Nombreux rangements et placards.

Loyer charges comprises.",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59,75,2490,1,30 août 2019,"Métros Étienne Marcel / Chatelet-les-Halles / Rambuteau.

Libre de suite.

Appartement 3 pièces, meublé, 75 m², au quatrième étage sans ascenseur, d'un bel immeuble haussmannien, comprenant : une entrée, un grand salon et deux grandes chambres de 13 m² et 15 m².

Une grande cuisine séparée avec coin repas, refaite, équipée (lave-linge, sèche-linge, lave-vaisselle, plaque induction et four Siemens.

Salle d'eau et WC séparés.

Parquet, moulûres, deux cheminées, porte-fenêtres avec petits balcons juliette dans les chambres et le salon.

Chauffage individuel gaz.
Digicode.

Pas de colocation.
Garanties demandées.

Loyer : 2490 €/mois + charges 100€",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,36,1350,1,30 août 2019,"Mouffetard - Place Contre Escarpe.

Appartement refait à neuf. Meublé - Equipé. Deux pièces. Dernier étage. Très lumineux. Très chaleureux. Calme. Belle vue. Poutres apparentes. Séjours - Chambre parquet en bois. Kitchenette américaine. Salle de bains avec marbre et Sky light. Petite terrasse. 5ème étage.

-Métro Cardinal Lemoine
-Métro Jussieu
-Métro Maubert - Mutualité
-Métro Place Monge

Loyer charges comprises.

Les visites sont prévues la semaine du 2 septembre.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,46,1950,1,30 août 2019,"Paris 6e. Idéalement placé, Location meublée.  Rue de l'Hirondelle. En plein cœur du quartier Latin - RER Saint-Michel.
Métro ligne 4, Saint-Michel Notre Dame. Rue entièrement piétonne. Près des écoles, Science Po, Louis le Grand, La Sorbonne, école d'architecture, Henri IV, Fenelon etc ...
Magnifique loft meublé de 46 m², avec grande hauteur sous plafond, vue imprenable sur la Sainte Chapelle.
Au 5e étage  sans ascenseur, sans vis-à-vis sur les toits de Paris, très ensoleillé, comprenant : Une entrée, un séjour, une cuisine aménagée et équipée, une salle de bains avec wc indépendant.
Loft entièrement équipé en ligne de maison et linge de toilette etc ...
Loyer charges comprises (internet haut débit compris dans les charges) . 1.950 €/mois.
Location court et long terme.
Libre de suite.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,65,2180,1,30 août 2019,"Rue Barbet de Jouy.

Dans quartier et immeuble de grand standing. 2 pièces meublé 65 m², nombreux rangements (+ débarras + cave). Au 3ème étage sur jardin, ascenseur.
Appartement entièrement refait et très bien équipé. Il est composé d'une entrée, d'un wc séparés, d'une cuisine équipée (lave-vaisselle, lave-linge, réfrigérateur/congélateur, four ....), d'une grande pièce , d'une chambre et d'une salle de bain. Linge de maison fourni.
Couchage : 1 lit double + 1 canapé-lit 2 places.
Immeuble sécurisé : digicode + interphones + gardien + local vélos

Loyer charges comprises ( chauffage inclus).
Disponible le 26 août
Location longue durée uniquement (minimum 1 an).
Métro : Saint François Xavier ligne 13.

English spoken.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63,54,1900,0,30 août 2019,"Location meublée, proche Champs de Mars - Paris

Appartement meublé 54 m², 3e étage sur une cour ensoleillé et calme, dans une résidence de standing à 100m du Champs de Mars (15e, limite 7e), avec ascenseur, interphone, digicode et gardiens, très bien sécurisée, et très lumineux.

Comprenant : une entrée, un séjour meublée (plusieurs rangements), une cuisine indépendant complètement meublée et aménagée (plaque, four, four micro-ondes, machine  à café), une chambre avec lit deux places, une salle de bains séparée avec baignoire/jacuzzi, lave-linge et sèche-linge, un wc indépendants, loggia, cave.

Proche tous commerces et transports (métros, bus).
Loyer charges comprises : 1900 €/mois.
Libre à partir du 1er septembre 2019.
Sérieuses références demandées.
Métro : La Motte Picquet – Grenelle (lignes 6, 8, 10), bus 42, 69, 80, 82.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,38,1100,0,30 août 2019,"Rue Raffet. 2 pièces meublé, 38 m² : entrée, séjour, chambre, cuisine équipée, clair, double exposition, parquet. Interphone. Au 7e étage avec ascenseur.
Libre le 1er août.
1.100 €/mois charges comprises.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,48,1700,0,30 août 2019,"Situé dans un quartier résidentiel et calme, à proximité des business center des 12e et 13e arrondissements, de tous commerces, divertissements, cinémas, opéra, des transports en commun, de l'hôpital Universitaire de la Pitié Salpétrière, des gares d'Austerlitz et de Lyon et du Jardin des Plantes,
cet agréable appartement rénové à neuf de 48 m², dispose d'une chambre meublée, d'un très grand salon salle à manger aménagé avec goût, d'une cuisine aménagée avec des équipements électroménagers neufs tels que lave-linge / sèche-linge, lave-vaisselle, réfrigérateur, four et micro-ondes , machine nespresso... et d'une salle de bains avec baignoire.

Accessible avec ascenseur, il est situé au 4e étage avec 3 fenêtres donnant sur rue exposition Sud/Sud-Ouest. Toutes les parties communes de l'immeuble ont été réhabilitées en 2018. Le voisinage est calme et respectueux.

Located in a quiet and residential area, close to business centers in the 12th and 13th arrondissement, to any commerce, entertainements, theaters, opera, transportation, the University Hospital of La Pitié Salpétrière, the Austerlitz and Lyon train station and the Jardin des Plantes, this nice appartment, recently renovated, of 48m2, has a furnished bedroom, a very big living room and dining room, a kitchen equipped with new electrical appliances such as a washing machine and a dryer, a dishwasher, an oven and a microwave, a nespresso machine...and a bathroom with a bathtub. It is situated on the 4th floor, accessible with an elevator, and with three windows with south and southwest exposure. All the common areas of the building have been renovated in 2018. The neighborhood is quiet and respectful.

Loyer : 1700€ charges comprises",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66,11,570,0,30 août 2019,"Visite le 23 mai à 10 h dossier complet.

Métro Wagram, Pereire.

Dans un bel immeuble Haussmannien avec double digicode, gardien.
Studette meublée 11 m² : pièce principale lit, douche, lavabo, coin cuisine (réfrigérateur, plaques chauffantes, évier), wc sur palier, digigode, gardien.toilette au palier

Refaite à neuve.

Au 7ème sans ascenseur. Fenêtres sur cour, clair et calme. Possible d'installer wifi...
Proximité tous commerces.

Loyer : 550 €/mois + 20 € charges.
Libre à partir du 11 mai.
Visite tout les samedi de 10h à 12
Me contacter par email ou WhatsApp.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67,-1,1850,0,30 août 2019,"Près métro Denfert Rochereau.

2 grandes pièces vide : grande cuisine aménagée, salle de bains et wc séparés. Très bon état, parquet.

Chauffage collectif, 7ème étage ascenseur.

Digicode et gardienne.

Pas de colocation possible.

Loyer : 1850 €/ mois + provision charges.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68,70,2100,1,30 août 2019,"A louer 1 à 9 mois, appartement très calme, 1 ou 2 personnes pour des raisons professionnelles ou semi professionnelles. Bel appartement parisien meublé, 2-3 pièces, 70m² au 6eme étage avec ascenseur, vue dégagée, internet haut débit.

Quartier très recherché et bien desservi.

Bus: 56,46,61,69.

Loyer : 2100 €/mois charges comprises.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,48,1650,0,30 août 2019,"Meublée 1 an minimum, Pasteur (15ème).

Très beau 48 m² ensoleillé, bel immeuble ancien en pierre-de-taille, 5ème étage, ascenseur moderne, balcon filant, charme du parquet d'époque, chambre sur cour avec grande penderie, double séjour (avec canapé-lit), wc, salle de bain (avec baignoire/douche), cuisine entièrement équipée, plan optimisé, double-vitrages neufs, nombreux rangements, proche commerces et transports, avec parking privatif proche,
Loyer 1650€ / mois (charges comprises). Pas de co-location.
 Libre de suite.

FURNISHED RENTAL 1 year minimum, Paris 15 (Pasteur).

Very beautiful & sunny 48 sqm flat, 5th floor, modern lift, large balcony, wooden floor, bedroom over courtyard, double living room (with sofa bed), WC, bathroom (with bath), fully equipped kitchen, modern double-glazing, lots of storage, close amenities & transportation, with private parking, Euro 1650 /month (building charges included). No co-tenants. Available now.

 Proactive, English-speaking and tenant-friendly!

Loyer : 1650 € charges comprises",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,50,1750,0,30 août 2019,"Bel appartement meublé d'environ 50m², au premier étage avec ascenseur  d'un immeuble  bourgeois  avec gardien, situé porte des Ternes à 2 pas des  commerces et tous types de transport.
Il est composé : d'1 première  grande pièce  séjour/salle à manger traversant, et d'1 chambre sur rue, sans vis-à-vis, donnant sur le stade public Feber.  De grands placards et penderies sont disponibles dans les 2 pièces. Il est complété par 1 cuisine séparée et entièrement équipée avec tout l'électroménager et 1 salle d'eau avec wc.
Chauffage et eau chaude collective. Câblé fibre et Digicode à l'entrée.
Le boulevard en sens unique offre toute facilité de parking en journée.
Métros à proximité: Porte Maillot (ligne 1) , Porte de Champerret (ligne 3), Bus 43, PC1, PC3

Loyer: 1550€/mois + 200 € de charges.

Disponible à partir du mois septembre.
Agences s'abstenir svp, merci.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71,60,2600,0,30 août 2019,"75019 - Parc des Buttes Chaumont - Loue en Bail Mobilité ( 1 À 10 Mois ) 4 Pièces 60 m² en Duplex dont 3 Chambres – 2600€ - Colocation possible pour 2 ou 3 personnes.
-      1er Étage : Une Entrée, Un Séjour ( Canapé-lit ) avec Cuisine ouverte , Une Chambre ( lit double ), Une salle de Douche ( Balnéo ) + WC
-	2è Étage : Une 1ère  Chambre/Bureau (lit double) Une 2ème Chambre ( lit double ) Une Salle de douche + WC
Dans Local RDC : Une Buanderie avec Lave-Linge et Sèche-Linge

Disponible à partir du 1er octobre.

Loyer : 2600 € + charges 90 €",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72,-1,795,0,30 août 2019,"Métro Commerce/ Emile Zola. Studio meublé au 5e par escalier principal. Parquet, cuisinette équipée (frigo, évier, plaques électrique, micro-onde, hotte, placard), clic clac 2 places, placard/penderie, bureau mural, salle d'eau avec fenêtre, grande douche/wc/lavabo.

Chauffage central immeuble. Service ménage hebdomadaire et blanchisserie.

Clair, calme, digicode et gardien.

Possibilité location courte durée à partir de 3 mois.

Disponible à compter du 02 Aout.

Loyer: 795 €/mois charges comprises (chauffage par immeuble inclus).",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73,-1,450,0,30 août 2019,"Quartier Auteuil.
Dans bel immeuble pierre de taille, 6e étage ascenseur, tapis escalier. Chambre meublée, 22 m² : coin cuisine (plaques et réfrigérateur), wc sur palier.
Refaite à neuf.
Libre de suite.

450 €/mois charges comprises",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74,60,1890,1,30 août 2019,"A 300 m du Bois de Vincennes, à quelques minutes du métro Porte Dorée.
Dans immeuble ancien, copropriété calme et familiale.

Appartement lumineux meublé de 3 pièces 60 m², 2 chambres à Saint-Mandé, limitrophe Paris 12ème (quartier Picpus/Bel Air), au 4e étage sur 5 avec ascenseur.
- Salon/salle à manger de 26 m² meublé  avec parquet cheminée en état de fonctionnement.
- Cuisine ouverte entièrement refaite à neuf, meublée et équipée (réfrigérateur congélateur, plaque vitrocéramique 4 feux et four pyrolyse multifonction, lave-vaisselle, couverts, vaisselle, verres, ustensiles de cuisine, poêle et casseroles).
- Salle de bains entièrement refaite avec lave-linge séchant Brandt, panier à linge.
- wc séparés.
- Deux chambres : l'une de 12 m² avec deux lits simples 90x190 pouvant être réunis, penderie et cheminée décorative.
L'autre de 7 m² avec un lit double de 140X190.
- Double vitrage, chauffage collectif, alarme, porte blindée, digicode, interphone.

Ecole maternelle et primaire à 30 m, lycée et crèches à proximité, commerces à 300 m, piscine et salle de sport à 200 m.

Métro ligne 8 station Porte Dorée, bus 46, bus 86, bus 325, bus 29,Tramway ligne 3, Vélib à proximité.

-Stationnement résidentiel Paris et St-Mandé.
Direct Balard et Ecole Militaire (ligne 8 et tramway 3),Fort neuf et HIA Bégin direct par bus, IGN, hôpital Trousseau et clinique des bluets. Proche Nation.
-Accès direct périphérique 20 mn aéroport d'Orly, 30 mn aéroport Roissy-Charles de Gaulle.
- Photos supplémentaires disponibles par mail.
- Visites à partir du 07 août  2019.
- Dossier complet demandé avant de visiter.
Loyer : 1.690 €/mois + 200 € de charges.

Agences immobilières s'abstenir.
Merci de laisser un message avec vos noms, prénoms et numéro de téléphone
Loyer : 1890 € charges comprises",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75,46,1550,0,30 août 2019,"Pont Mirabeau. Disponible pour 1 à  10 mois, de septembre 2019 à juin 2020.

Proche de la Seine. Grand 2 pièces, élégant appartement de charme, très lumineux, très calme, sans vis-à-vis, ascenseur, immeuble moderne sécurisé, bien desservi ( RER/ métro/ bus Javel 62-88, vélib au pied de l'immeuble).  Tous commerces et services de proximité.
A 5 mn du Centre Commercial Beaugrenelle, à 10 mn de la Tour Eiffel, du parc des Expositions (Porte de Versailles), de l'hôpital Européen G.Pompidou, de l'Aquaboulevard, à 5 mn du parc Citroën, 20 mn de Montparnasse/st Michel...


Loyer : 1400 €/mois + charges 150 €.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,26,1010,0,30 août 2019,"Appartement 2 pièces 26 m², meublé, très lumineux et plein de charme, parquet et cheminée.
Il se compose d'un salon, d'une chambre, d'une salle de bains et d'une cuisine entièrement équipées,  à proximité du métro Crimée , des magasins et du quai de la Seine.

Loyer : 970 €/mois + 40 € charges.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77,18,890,1,30 août 2019,"Métro Cadet, quartier commerçant.

Studio meublé 18 m² dans un bel immeuble au 6ème étage avec ascenseur.
Très clair sur jolie cour calme.
Canapé-lit, armoire, bureau, TV. Cuisinette équipée avec frigidaire, évier, plaques électriques et placards. Salle d'eau avec douche et wc.

Digicode, interphone.
Chauffage électrique.",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78,74,2800,1,30 août 2019,"Possibilité de location  vide  ou meublé .

Quartier Montorgueil. Loft de 74,2 m² avec séjour de 37 m² hauteur sous plafond de 4m50, chambre ouverte depuis mezzanine, coin cuisine équipée, salle de bains, wc indépendant. Dans hôtel particulier XVIIIe siècle en pierre de taille et escalier répertorié, avec concierge , donnant sur cour intérieure du bâtiment, très calme, refait totalement avec goût et rénovation en 2019 , parquet massif, fenêtres isolantes avec volets bois intérieurs. Chauffage électrique et production eau chaude individuels.

Métro Sentier et rue Montorgueil à 1mn.

Libre de suite .
Loyer : 2800 €/mois charges comprises de 55 €.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
